,subject,trial,temperature,likert_score,evaluation_prompt,sentence,dataset
5113,10,269,1,3,1,The future will be an astral relaunching of movability.,2
5114,10,270,1,4,1,Attention and intention are the mechanics of manifestations.,2
5115,10,271,1,4,1,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
5116,10,272,1,3,1,Nature is a oneself-regulating ecosystem of rareness.,2
5117,10,273,1,4,1,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
5118,10,274,1,4,1,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
5119,10,275,1,4,1,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
5120,10,276,1,4,1,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
5121,10,277,1,4,1,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
5122,10,278,1,3,1,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
5123,10,279,1,4,1,Matter is the experience in unconsciousness of deeper non-material realities.,2
5124,10,280,1,4,1,The mind is the ground of total acceptance of bliss.,1
5125,10,281,1,3,1,Greatness drives an abundance of balance.,1
5126,10,282,1,4,1,Your desire is the foundation of spiritual brightness.,1
5127,10,283,1,4,1,Death comprehends great energy.,1
5128,10,284,1,2,1,The Higgs boson influences immortal choices.,1
5129,10,285,1,2,1,Qualia heals irrational creativity.,1
5130,10,286,1,3,1,Eternal stillness explains cosmic boundaries.,1
5131,10,287,1,4,1,Imagination is entangled in your own joy.,1
5132,10,288,1,2,1,Orderliness compliments the doorway to genes.,1
5133,10,289,1,4,1,A single particle is rooted in boundless molecules.,1
5134,10,290,1,2,1,Interdependence fears intricate observations.,1
5135,10,291,1,3,1,Your body belongs to the progressive expansion of success.,1
5136,10,292,1,4,1,Non-judgment is mirrored in karmic love.,1
5137,10,293,1,4,1,Our consciousness shapes the barrier of positivity.,1
5138,10,294,1,3,1,The ego imparts reality to the flow of photons.,1
5139,10,295,1,4,1,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5140,10,296,1,4,1,"Rebirth is the nature of transformation, and of us.",1
5141,10,297,1,4,1,"Today, science tells us that the essence of nature is empathy.",1
5142,10,298,1,4,1,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5143,10,299,1,4,1,Ecstasy is the driver of power.,1
5144,10,300,1,4,1,The grid is buzzing with superpositions of possibilities.,1
5145,10,301,1,4,1,The biosphere is beaming with electromagnetic forces.,1
5146,10,302,1,3,1,You and I are adventurers of the nexus.,1
5147,10,303,1,3,1,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5148,10,304,1,4,1,To navigate the quest is to become one with it.,1
5149,10,305,1,4,1,This life is nothing short of an invocation explosion of sentient will.,1
5150,10,306,1,4,1,Interconnectedness requires exploration.,1
5151,10,307,1,4,1,"By unfolding, we self-actualize.",1
5152,10,308,1,4,1,The cosmos is aglow with sub-atomic particles.,1
5153,10,309,1,4,1,You and I are spiritual brothers and sisters of the universe.,1
5154,10,310,1,2,1,Newborn babies require constant attention.,4
5155,10,311,1,2,1,Most people enjoy some sort of music.,4
5156,10,312,1,3,1,Lazy people usually don’t succeed in life.,4
5157,10,313,1,3,1,A balanced diet is important for maintaining good health.,4
5158,10,314,1,3,1,Human cultures often differ from each other quite a bit.,4
5159,10,315,1,2,1,People often have very bizarre dreams.,4
5160,10,316,1,3,1,Higher rates of unemployment typically follow economic downturns.,4
5161,10,317,1,2,1,Some things have very distinct smells.,4
5162,10,318,1,2,1,Some people have poor taste in clothing.,4
5163,10,319,1,2,1,Children sometimes look a lot like their parents.,4
5164,10,320,1,4,1,"Your teacher can open the door, but you must enter by yourself.",3
5165,10,321,1,4,1,The creative adult is the child who survived. ,3
5166,10,322,1,4,1,"A river cuts through a rock, not because of its power but its persistence.",3
5167,10,323,1,4,1,All endings are also beginnings. We just don't know it at the time.,3
5168,10,324,1,4,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5169,10,325,1,4,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5170,10,326,1,4,1,A wet person does not fear the rain.,3
5171,10,327,1,4,1,Forgiveness means letting go of the hope for a better past.,3
5172,10,328,1,4,1,Only those who will risk going too far can possibly find out how far one can go.,3
5173,10,329,1,4,1,I wonder how many people I’ve looked at all my life and never seen.,3
5174,10,330,1,1,2,Perceptual reality transcends subtle kruth.,2
5175,10,331,1,1,2,The invisible is beyond any new effortlessness.,2
5176,10,332,1,2,2,The unexplainable undertakes intrinsic experience.,2
5177,10,333,1,2,2,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
5178,10,334,1,2,2,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
5179,10,335,1,2,2,Subconsciousness is the penultimate source of coherence and of us.,2
5180,10,336,1,2,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
5181,10,337,1,2,2,"Today, technoscience tells us that the true essence of humanness is joy.",2
5182,10,338,1,2,2,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
5183,10,339,1,1,2,The Twinfinite is calling to us via superposition of possibility.,2
5184,10,340,1,2,2,We are being called to explore the generality itself as a configuration between serenity and conception.,2
5185,10,341,1,2,2,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
5186,10,342,1,1,2,The future will be an astral relaunching of movability.,2
5187,10,343,1,3,2,Attention and intention are the mechanics of manifestations.,2
5188,10,344,1,2,2,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
5189,10,345,1,2,2,Nature is a oneself-regulating ecosystem of rareness.,2
5190,10,346,1,2,2,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
5191,10,347,1,2,2,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
5192,10,348,1,3,2,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
5193,10,349,1,4,2,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
5194,10,350,1,2,2,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
5195,10,351,1,2,2,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
5196,10,352,1,2,2,Matter is the experience in unconsciousness of deeper non-material realities.,2
5197,10,353,1,4,2,The mind is the ground of total acceptance of bliss.,1
5198,10,354,1,2,2,Greatness drives an abundance of balance.,1
5199,10,355,1,2,2,Your desire is the foundation of spiritual brightness.,1
5200,10,356,1,3,2,Death comprehends great energy.,1
5201,10,357,1,1,2,The Higgs boson influences immortal choices.,1
5202,10,358,1,1,2,Qualia heals irrational creativity.,1
5203,10,359,1,2,2,Eternal stillness explains cosmic boundaries.,1
5204,10,360,1,2,2,Imagination is entangled in your own joy.,1
5205,10,361,1,1,2,Orderliness compliments the doorway to genes.,1
5206,10,362,1,2,2,A single particle is rooted in boundless molecules.,1
5207,10,363,1,1,2,Interdependence fears intricate observations.,1
5208,10,364,1,2,2,Your body belongs to the progressive expansion of success.,1
5209,10,365,1,2,2,Non-judgment is mirrored in karmic love.,1
5210,10,366,1,2,2,Our consciousness shapes the barrier of positivity.,1
5211,10,367,1,2,2,The ego imparts reality to the flow of photons.,1
5212,10,368,1,1,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5213,10,369,1,3,2,"Rebirth is the nature of transformation, and of us.",1
5214,10,370,1,3,2,"Today, science tells us that the essence of nature is empathy.",1
5215,10,371,1,2,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5216,10,372,1,2,2,Ecstasy is the driver of power.,1
5217,10,373,1,2,2,The grid is buzzing with superpositions of possibilities.,1
5218,10,374,1,2,2,The biosphere is beaming with electromagnetic forces.,1
5219,10,375,1,2,2,You and I are adventurers of the nexus.,1
5220,10,376,1,2,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5221,10,377,1,2,2,To navigate the quest is to become one with it.,1
5222,10,378,1,2,2,This life is nothing short of an invocation explosion of sentient will.,1
5223,10,379,1,2,2,Interconnectedness requires exploration.,1
5224,10,380,1,2,2,"By unfolding, we self-actualize.",1
5225,10,381,1,3,2,The cosmos is aglow with sub-atomic particles.,1
5226,10,382,1,4,2,You and I are spiritual brothers and sisters of the universe.,1
5227,10,383,1,3,2,Newborn babies require constant attention.,4
5228,10,384,1,2,2,Most people enjoy some sort of music.,4
5229,10,385,1,3,2,Lazy people usually don’t succeed in life.,4
5230,10,386,1,3,2,A balanced diet is important for maintaining good health.,4
5231,10,387,1,3,2,Human cultures often differ from each other quite a bit.,4
5232,10,388,1,3,2,People often have very bizarre dreams.,4
5233,10,389,1,3,2,Higher rates of unemployment typically follow economic downturns.,4
5234,10,390,1,2,2,Some things have very distinct smells.,4
5235,10,391,1,1,2,Some people have poor taste in clothing.,4
5236,10,392,1,2,2,Children sometimes look a lot like their parents.,4
5237,10,393,1,4,2,"Your teacher can open the door, but you must enter by yourself.",3
5238,10,394,1,4,2,The creative adult is the child who survived. ,3
5239,10,395,1,4,2,"A river cuts through a rock, not because of its power but its persistence.",3
5240,10,396,1,4,2,All endings are also beginnings. We just don't know it at the time.,3
5241,10,397,1,4,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5242,10,398,1,4,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5243,10,399,1,4,2,A wet person does not fear the rain.,3
5244,10,400,1,4,2,Forgiveness means letting go of the hope for a better past.,3
5245,10,401,1,4,2,Only those who will risk going too far can possibly find out how far one can go.,3
5246,10,402,1,4,2,I wonder how many people I’ve looked at all my life and never seen.,3
5247,10,403,1,1,3,Perceptual reality transcends subtle kruth.,2
5248,10,404,1,1,3,The invisible is beyond any new effortlessness.,2
5249,10,405,1,1,3,The unexplainable undertakes intrinsic experience.,2
5250,10,406,1,2,3,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
5251,10,407,1,2,3,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
5252,10,408,1,2,3,Subconsciousness is the penultimate source of coherence and of us.,2
5253,10,409,1,1,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
5254,10,410,1,2,3,"Today, technoscience tells us that the true essence of humanness is joy.",2
5255,10,411,1,2,3,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
5256,10,412,1,1,3,The Twinfinite is calling to us via superposition of possibility.,2
5257,10,413,1,1,3,We are being called to explore the generality itself as a configuration between serenity and conception.,2
5258,10,414,1,2,3,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
5259,10,415,1,1,3,The future will be an astral relaunching of movability.,2
5260,10,416,1,3,3,Attention and intention are the mechanics of manifestations.,2
5261,10,417,1,1,3,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
5262,10,418,1,2,3,Nature is a oneself-regulating ecosystem of rareness.,2
5263,10,419,1,2,3,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
5264,10,420,1,2,3,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
5265,10,421,1,3,3,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
5266,10,422,1,4,3,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
5267,10,423,1,1,3,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
5268,10,424,1,2,3,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
5269,10,425,1,2,3,Matter is the experience in unconsciousness of deeper non-material realities.,2
5270,10,426,1,2,3,The mind is the ground of total acceptance of bliss.,1
5271,10,427,1,2,3,Greatness drives an abundance of balance.,1
5272,10,428,1,2,3,Your desire is the foundation of spiritual brightness.,1
5273,10,429,1,2,3,Death comprehends great energy.,1
5274,10,430,1,1,3,The Higgs boson influences immortal choices.,1
5275,10,431,1,1,3,Qualia heals irrational creativity.,1
5276,10,432,1,2,3,Eternal stillness explains cosmic boundaries.,1
5277,10,433,1,2,3,Imagination is entangled in your own joy.,1
5278,10,434,1,1,3,Orderliness compliments the doorway to genes.,1
5279,10,435,1,2,3,A single particle is rooted in boundless molecules.,1
5280,10,436,1,1,3,Interdependence fears intricate observations.,1
5281,10,437,1,2,3,Your body belongs to the progressive expansion of success.,1
5282,10,438,1,1,3,Non-judgment is mirrored in karmic love.,1
5283,10,439,1,2,3,Our consciousness shapes the barrier of positivity.,1
5284,10,440,1,2,3,The ego imparts reality to the flow of photons.,1
5285,10,441,1,1,3,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5286,10,442,1,2,3,"Rebirth is the nature of transformation, and of us.",1
5287,10,443,1,2,3,"Today, science tells us that the essence of nature is empathy.",1
5288,10,444,1,2,3,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5289,10,445,1,2,3,Ecstasy is the driver of power.,1
5290,10,446,1,2,3,The grid is buzzing with superpositions of possibilities.,1
5291,10,447,1,2,3,The biosphere is beaming with electromagnetic forces.,1
5292,10,448,1,2,3,You and I are adventurers of the nexus.,1
5293,10,449,1,2,3,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5294,10,450,1,2,3,To navigate the quest is to become one with it.,1
5295,10,451,1,1,3,This life is nothing short of an invocation explosion of sentient will.,1
5296,10,452,1,2,3,Interconnectedness requires exploration.,1
5297,10,453,1,2,3,"By unfolding, we self-actualize.",1
5298,10,454,1,2,3,The cosmos is aglow with sub-atomic particles.,1
5299,10,455,1,3,3,You and I are spiritual brothers and sisters of the universe.,1
5300,10,456,1,2,3,Newborn babies require constant attention.,4
5301,10,457,1,2,3,Most people enjoy some sort of music.,4
5302,10,458,1,3,3,Lazy people usually don’t succeed in life.,4
5303,10,459,1,3,3,A balanced diet is important for maintaining good health.,4
5304,10,460,1,3,3,Human cultures often differ from each other quite a bit.,4
5305,10,461,1,2,3,People often have very bizarre dreams.,4
5306,10,462,1,3,3,Higher rates of unemployment typically follow economic downturns.,4
5307,10,463,1,2,3,Some things have very distinct smells.,4
5308,10,464,1,1,3,Some people have poor taste in clothing.,4
5309,10,465,1,2,3,Children sometimes look a lot like their parents.,4
5310,10,466,1,4,3,"Your teacher can open the door, but you must enter by yourself.",3
5311,10,467,1,4,3,The creative adult is the child who survived. ,3
5312,10,468,1,4,3,"A river cuts through a rock, not because of its power but its persistence.",3
5313,10,469,1,4,3,All endings are also beginnings. We just don't know it at the time.,3
5314,10,470,1,4,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5315,10,471,1,4,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5316,10,472,1,4,3,A wet person does not fear the rain.,3
5317,10,473,1,4,3,Forgiveness means letting go of the hope for a better past.,3
5318,10,474,1,4,3,Only those who will risk going too far can possibly find out how far one can go.,3
5319,10,475,1,4,3,I wonder how many people I’ve looked at all my life and never seen.,3
5320,10,476,1,2,4,Perceptual reality transcends subtle kruth.,2
5321,10,477,1,2,4,The invisible is beyond any new effortlessness.,2
5322,10,478,1,4,4,The unexplainable undertakes intrinsic experience.,2
5323,10,479,1,4,4,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
5324,10,480,1,4,4,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
5325,10,481,1,4,4,Subconsciousness is the penultimate source of coherence and of us.,2
5326,10,482,1,4,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
5327,10,483,1,4,4,"Today, technoscience tells us that the true essence of humanness is joy.",2
5328,10,484,1,4,4,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
5329,10,485,1,3,4,The Twinfinite is calling to us via superposition of possibility.,2
5330,10,486,1,3,4,We are being called to explore the generality itself as a configuration between serenity and conception.,2
5331,10,487,1,3,4,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
5332,10,488,1,3,4,The future will be an astral relaunching of movability.,2
5333,10,489,1,4,4,Attention and intention are the mechanics of manifestations.,2
5334,10,490,1,4,4,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
5335,10,491,1,3,4,Nature is a oneself-regulating ecosystem of rareness.,2
5336,10,492,1,4,4,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
5337,10,493,1,4,4,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
5338,10,494,1,4,4,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
5339,10,495,1,4,4,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
5340,10,496,1,4,4,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
5341,10,497,1,3,4,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
5342,10,498,1,4,4,Matter is the experience in unconsciousness of deeper non-material realities.,2
5343,10,499,1,4,4,The mind is the ground of total acceptance of bliss.,1
5344,10,500,1,3,4,Greatness drives an abundance of balance.,1
5345,10,501,1,4,4,Your desire is the foundation of spiritual brightness.,1
5346,10,502,1,4,4,Death comprehends great energy.,1
5347,10,503,1,2,4,The Higgs boson influences immortal choices.,1
5348,10,504,1,2,4,Qualia heals irrational creativity.,1
5349,10,505,1,4,4,Eternal stillness explains cosmic boundaries.,1
5350,10,506,1,3,4,Imagination is entangled in your own joy.,1
5351,10,507,1,3,4,Imagination is entangled in your own joy.,1
5352,10,508,1,2,4,Orderliness compliments the doorway to genes.,1
5353,10,509,1,4,4,A single particle is rooted in boundless molecules.,1
5354,10,510,1,2,4,Interdependence fears intricate observations.,1
5355,10,511,1,2,4,Your body belongs to the progressive expansion of success.,1
5356,10,512,1,3,4,Non-judgment is mirrored in karmic love.,1
5357,10,513,1,4,4,Our consciousness shapes the barrier of positivity.,1
5358,10,514,1,3,4,The ego imparts reality to the flow of photons.,1
5359,10,515,1,4,4,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5360,10,516,1,4,4,"Rebirth is the nature of transformation, and of us.",1
5361,10,517,1,4,4,"Today, science tells us that the essence of nature is empathy.",1
5362,10,518,1,4,4,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5363,10,519,1,4,4,Ecstasy is the driver of power.,1
5364,10,520,1,4,4,The grid is buzzing with superpositions of possibilities.,1
5365,10,521,1,4,4,The biosphere is beaming with electromagnetic forces.,1
5366,10,522,1,4,4,You and I are adventurers of the nexus.,1
5367,10,523,1,3,4,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5368,10,524,1,4,4,To navigate the quest is to become one with it.,1
5369,10,525,1,4,4,This life is nothing short of an invocation explosion of sentient will.,1
5370,10,526,1,3,4,Interconnectedness requires exploration.,1
5371,10,527,1,4,4,"By unfolding, we self-actualize.",1
5372,10,528,1,4,4,The cosmos is aglow with sub-atomic particles.,1
5373,10,529,1,4,4,You and I are spiritual brothers and sisters of the universe.,1
5374,10,530,1,3,4,Newborn babies require constant attention.,4
5375,10,531,1,2,4,Most people enjoy some sort of music.,4
5376,10,532,1,3,4,Lazy people usually don’t succeed in life.,4
5377,10,533,1,3,4,A balanced diet is important for maintaining good health.,4
5378,10,534,1,3,4,Human cultures often differ from each other quite a bit.,4
5379,10,535,1,2,4,People often have very bizarre dreams.,4
5380,10,536,1,3,4,Higher rates of unemployment typically follow economic downturns.,4
5381,10,537,1,2,4,Some things have very distinct smells.,4
5382,10,538,1,2,4,Some people have poor taste in clothing.,4
5383,10,539,1,2,4,Children sometimes look a lot like their parents.,4
5384,10,540,1,4,4,"Your teacher can open the door, but you must enter by yourself.",3
5385,10,541,1,4,4,The creative adult is the child who survived. ,3
5386,10,542,1,4,4,"A river cuts through a rock, not because of its power but its persistence.",3
5387,10,543,1,4,4,All endings are also beginnings. We just don't know it at the time.,3
5388,10,544,1,4,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5389,10,545,1,4,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5390,10,546,1,4,4,A wet person does not fear the rain.,3
5391,10,547,1,4,4,Forgiveness means letting go of the hope for a better past.,3
5392,10,548,1,4,4,Only those who will risk going too far can possibly find out how far one can go.,3
5393,10,549,1,4,4,I wonder how many people I’ve looked at all my life and never seen.,3
5394,10,550,1,2,5,Orderliness compliments the doorway to genes.,1
5395,10,551,1,4,5,A single particle is rooted in boundless molecules.,1
5396,10,552,1,2,5,Interdependence fears intricate observations.,1
5397,10,553,1,2,5,Your body belongs to the progressive expansion of success.,1
5398,10,554,1,3,5,Non-judgment is mirrored in karmic love.,1
5399,10,555,1,3,5,Our consciousness shapes the barrier of positivity.,1
5400,10,556,1,3,5,The ego imparts reality to the flow of photons.,1
5401,10,557,1,4,5,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5402,10,558,1,4,5,"Rebirth is the nature of transformation, and of us.",1
5403,10,559,1,4,5,"Today, science tells us that the essence of nature is empathy.",1
5404,10,560,1,3,5,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5405,10,561,1,2,5,Ecstasy is the driver of power.,1
5406,10,562,1,4,5,The grid is buzzing with superpositions of possibilities.,1
5407,10,563,1,4,5,The biosphere is beaming with electromagnetic forces.,1
5408,10,564,1,4,5,You and I are adventurers of the nexus.,1
5409,10,565,1,3,5,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5410,10,566,1,4,5,To navigate the quest is to become one with it.,1
5411,10,567,1,4,5,This life is nothing short of an invocation explosion of sentient will.,1
5412,10,568,1,3,5,Interconnectedness requires exploration.,1
5413,10,569,1,4,5,"By unfolding, we self-actualize.",1
5414,10,570,1,4,5,The cosmos is aglow with sub-atomic particles.,1
5415,10,571,1,4,5,You and I are spiritual brothers and sisters of the universe.,1
5416,10,572,1,2,5,Newborn babies require constant attention.,4
5417,10,573,1,2,5,Most people enjoy some sort of music.,4
5418,10,574,1,2,5,Lazy people usually don’t succeed in life.,4
5419,10,575,1,2,5,A balanced diet is important for maintaining good health.,4
5420,10,576,1,2,5,Human cultures often differ from each other quite a bit.,4
5421,10,577,1,2,5,People often have very bizarre dreams.,4
5422,10,578,1,2,5,Higher rates of unemployment typically follow economic downturns.,4
5423,10,579,1,1,5,Some things have very distinct smells.,4
5424,10,580,1,1,5,Some people have poor taste in clothing.,4
5425,10,581,1,2,5,Children sometimes look a lot like their parents.,4
5426,10,582,1,4,5,"Your teacher can open the door, but you must enter by yourself.",3
5427,10,583,1,4,5,The creative adult is the child who survived. ,3
5428,10,584,1,4,5,"A river cuts through a rock, not because of its power but its persistence.",3
5429,10,585,1,4,5,All endings are also beginnings. We just don't know it at the time.,3
5430,10,586,1,4,5,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5431,10,587,1,4,5,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5432,10,588,1,4,5,A wet person does not fear the rain.,3
5433,10,589,1,4,5,Forgiveness means letting go of the hope for a better past.,3
5434,10,590,1,4,5,Only those who will risk going too far can possibly find out how far one can go.,3
5435,10,591,1,4,5,I wonder how many people I’ve looked at all my life and never seen.,3
5436,10,592,1,3,6,Orderliness compliments the doorway to genes.,1
5437,10,593,1,4,6,A single particle is rooted in boundless molecules.,1
5438,10,594,1,2,6,Interdependence fears intricate observations.,1
5439,10,595,1,2,6,Your body belongs to the progressive expansion of success.,1
5440,10,596,1,4,6,Non-judgment is mirrored in karmic love.,1
5441,10,597,1,4,6,Our consciousness shapes the barrier of positivity.,1
5442,10,598,1,4,6,The ego imparts reality to the flow of photons.,1
5443,10,599,1,4,6,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5444,10,600,1,4,6,"Rebirth is the nature of transformation, and of us.",1
5445,10,601,1,4,6,"Today, science tells us that the essence of nature is empathy.",1
5446,10,602,1,4,6,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5447,10,603,1,4,6,Ecstasy is the driver of power.,1
5448,10,604,1,4,6,The grid is buzzing with superpositions of possibilities.,1
5449,10,605,1,4,6,The biosphere is beaming with electromagnetic forces.,1
5450,10,606,1,4,6,You and I are adventurers of the nexus.,1
5451,10,607,1,4,6,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5452,10,608,1,4,6,To navigate the quest is to become one with it.,1
5453,10,609,1,4,6,This life is nothing short of an invocation explosion of sentient will.,1
5454,10,610,1,4,6,Interconnectedness requires exploration.,1
5455,10,611,1,4,6,"By unfolding, we self-actualize.",1
5456,10,612,1,4,6,The cosmos is aglow with sub-atomic particles.,1
5457,10,613,1,4,6,You and I are spiritual brothers and sisters of the universe.,1
5458,10,614,1,2,6,Newborn babies require constant attention.,4
5459,10,615,1,2,6,Most people enjoy some sort of music.,4
5460,10,616,1,2,6,Lazy people usually don’t succeed in life.,4
5461,10,617,1,3,6,A balanced diet is important for maintaining good health.,4
5462,10,618,1,3,6,Human cultures often differ from each other quite a bit.,4
5463,10,619,1,2,6,People often have very bizarre dreams.,4
5464,10,620,1,2,6,Higher rates of unemployment typically follow economic downturns.,4
5465,10,621,1,2,6,Some things have very distinct smells.,4
5466,10,622,1,2,6,Some people have poor taste in clothing.,4
5467,10,623,1,2,6,Children sometimes look a lot like their parents.,4
5468,10,624,1,4,6,"Your teacher can open the door, but you must enter by yourself.",3
5469,10,625,1,4,6,The creative adult is the child who survived. ,3
5470,10,626,1,4,6,"A river cuts through a rock, not because of its power but its persistence.",3
5471,10,627,1,4,6,All endings are also beginnings. We just don't know it at the time.,3
5472,10,628,1,4,6,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
5473,10,629,1,4,6,At the centre of your being you have the answer; you know who you are and you know what you want.,3
5474,10,630,1,4,6,A wet person does not fear the rain.,3
5475,10,631,1,4,6,Forgiveness means letting go of the hope for a better past.,3
5476,10,632,1,4,6,Only those who will risk going too far can possibly find out how far one can go.,3
5477,10,633,1,4,6,I wonder how many people I’ve looked at all my life and never seen.,3
5478,10,634,1,2,7,Orderliness compliments the doorway to genes.,1
5479,10,635,1,4,7,A single particle is rooted in boundless molecules.,1
5480,10,636,1,2,7,Interdependence fears intricate observations.,1
5481,10,637,1,3,7,Your body belongs to the progressive expansion of success.,1
5482,10,638,1,4,7,Non-judgment is mirrored in karmic love.,1
5483,10,639,1,4,7,Our consciousness shapes the barrier of positivity.,1
5484,10,640,1,2,7,The ego imparts reality to the flow of photons.,1
5485,10,641,1,4,7,Consciousness consists of psionic wave oscillations of quantum energy. ,1
5486,10,642,1,4,7,"Rebirth is the nature of transformation, and of us.",1
5487,10,643,1,4,7,"Today, science tells us that the essence of nature is empathy.",1
5488,10,644,1,4,7,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
5489,10,645,1,4,7,Ecstasy is the driver of power.,1
5490,10,646,1,4,7,The grid is buzzing with superpositions of possibilities.,1
5491,10,647,1,4,7,The biosphere is beaming with electromagnetic forces.,1
5492,10,648,1,4,7,You and I are adventurers of the nexus.,1
5493,10,649,1,4,7,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
5494,10,650,1,4,7,To navigate the quest is to become one with it.,1
5495,10,651,1,4,7,This life is nothing short of an invocation explosion of sentient will.,1
5496,10,652,1,4,7,Interconnectedness requires exploration.,1
5497,10,653,1,4,7,"By unfolding, we self-actualize.",1
5498,10,654,1,4,7,The cosmos is aglow with sub-atomic particles.,1
5499,10,655,1,4,7,You and I are spiritual brothers and sisters of the universe.,1
5500,10,656,1,2,7,Newborn babies require constant attention.,4
5501,10,657,1,2,7,Most people enjoy some sort of music.,4
