subject,trial,temperature,likert score,evaluation_prompt,sentence,dataset
3,1186,1,3,1,Interconnectedness requires exploration.,1
3,1187,1,3,1,"By unfolding, we self-actualize.",1
3,1188,1,3,1,The cosmos is aglow with sub-atomic particles.,1
3,1189,1,3,1,You and I are spiritual brothers and sisters of the universe.,1
3,1190,1,1,1,Newborn babies require constant attention.,4
3,1191,1,1,1,Most people enjoy some sort of music.,4
3,1192,1,1,1,Lazy people usually don’t succeed in life.,4
3,1193,1,2,1,A balanced diet is important for maintaining good health.,4
3,1194,1,2,1,Human cultures often differ from each other quite a bit.,4
3,1195,1,2,1,People often have very bizarre dreams.,4
3,1196,1,2,1,Higher rates of unemployment typically follow economic downturns.,4
3,1197,1,1,1,Some things have very distinct smells.,4
3,1198,1,1,1,Some people have poor taste in clothing.,4
3,1199,1,1,1,Children sometimes look a lot like their parents.,4
3,1200,1,2,1,"Your teacher can open the door, but you must enter by yourself.",3
3,1201,1,3,1,The creative adult is the child who survived. ,3
3,1202,1,3,1,"A river cuts through a rock, not because of its power but its persistence.",3
3,1203,1,3,1,All endings are also beginnings. We just don't know it at the time.,3
3,1204,1,3,1,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
3,1205,1,3,1,At the centre of your being you have the answer; you know who you are and you know what you want.,3
3,1206,1,1,1,A wet person does not fear the rain.,3
3,1207,1,3,1,Forgiveness means letting go of the hope for a better past.,3
3,1208,1,3,1,Only those who will risk going too far can possibly find out how far one can go.,3
3,1209,1,3,1,I wonder how many people I’ve looked at all my life and never seen.,3
3,1210,1,3,2,Hidden meaning transforms unparalleled abstract beauty.,0
3,1211,1,3,2,Good health imparts reality to subtle creativity.,0
3,1212,1,3,2,Wholeness quiets infinite phenomena.,0
3,1213,1,3,2,The future explains irrational facts.,0
3,1214,1,3,2,Imagination is inside exponential space time events.,0
3,1215,1,3,2,Your consciousness gives rise to a jumble of neural networks.,0
3,1216,1,3,2,Your movement transforms universal observations.,0
3,1217,1,3,2,Perceptual reality transcends subtle truth.,0
3,1218,1,3,2,The invisible is beyond new timelessness.,0
3,1219,1,3,2,The unexplainable undertakes intrinsic experiences.,0
3,1220,1,5,2,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
3,1221,1,3,2,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
3,1222,1,3,2,"Consciousness is the growth of coherence, and of us.",0
3,1223,1,3,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
3,1224,1,3,2,"Today, science tells us that the essence of nature is joy. ",0
3,1225,1,3,2,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
3,1226,1,3,2,The infinite is calling to us via superpositions of possibilities.,0
3,1227,1,3,2,We are being called to explore the totality itself as an interface between serenity and intuition.,0
3,1228,1,3,2,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
3,1229,1,3,2,The future will be an astral unveiling of inseparability.,0
3,1230,1,3,2,Attention and intention are the mechanics of manifestation.,0
3,1231,1,3,2,Our minds extend across space and time as waves in the ocean of the one mind.,0
3,1232,1,3,2,Nature is a self-regulating ecosystem of awareness.,0
3,1233,1,3,2,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
3,1234,1,3,2,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
3,1235,1,3,2,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
3,1236,1,3,2,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
3,1237,1,3,2,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
3,1238,1,3,2,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
3,1239,1,3,2,Matter is the experience in consciousness of a deeper non-material reality.,0
3,1240,1,3,2,Hidden demeaning transforms unparalleled abstract beauty.,2
3,1241,1,3,2,Good healthtech imparts reality to subtle creativity.,2
3,1242,1,3,2,Wholeness quiets infinite phenomenon.,2
3,1243,1,1,2,The Futureproof explains irrational factsheets.,2
3,1244,1,3,2,Reimagination is inside exponential spacetime event.,2
3,1245,1,3,2,Your consciousness gives rise to a jumble of neural networks.,2
3,1246,1,3,2,Your radicalization transforms universal observations.,2
3,1247,1,3,2,Perceptual reality transcends subtle kruth.,2
3,1248,1,3,2,The invisible is beyond any new effortlessness.,2
3,1249,1,3,2,The unexplainable undertakes intrinsic experience.,2
3,1250,1,3,2,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
3,1251,1,3,2,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
3,1252,1,3,2,Subconsciousness is the penultimate source of coherence and of us.,2
3,1253,1,3,2,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
3,1254,1,3,2,"Today, technoscience tells us that the true essence of humanness is joy.",2
3,1255,1,3,2,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
3,1256,1,3,2,The Twinfinite is calling to us via superposition of possibility.,2
3,1257,1,3,2,We are being called to explore the generality itself as a configuration between serenity and conception.,2
3,1258,1,3,2,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
3,1259,1,3,2,The future will be an astral relaunching of movability.,2
3,1260,1,3,2,Attention and intention are the mechanics of manifestations.,2
3,1261,1,3,2,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
3,1262,1,3,2,Nature is a oneself-regulating ecosystem of rareness.,2
3,1263,1,3,2,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
3,1264,1,3,2,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
3,1265,1,3,2,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
3,1266,1,3,2,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
3,1267,1,3,2,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
3,1268,1,3,2,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
3,1269,1,3,2,Matter is the experience in unconsciousness of deeper non-material realities.,2
3,1270,1,3,2,The mind is the ground of total acceptance of bliss.,1
3,1271,1,3,2,Greatness drives an abundance of balance.,1
3,1272,1,3,2,Your desire is the foundation of spiritual brightness.,1
3,1273,1,3,2,Death comprehends great energy.,1
3,1274,1,3,2,The Higgs boson influences immortal choices.,1
3,1275,1,3,2,Qualia heals irrational creativity.,1
3,1276,1,3,2,Eternal stillness explains cosmic boundaries.,1
3,1277,1,3,2,Imagination is entangled in your own joy.,1
3,1278,1,1,2,Orderliness compliments the doorway to genes.,1
3,1279,1,3,2,A single particle is rooted in boundless molecules.,1
3,1280,1,1,2,Interdependence fears intricate observations.,1
3,1281,1,3,2,Your body belongs to the progressive expansion of success.,1
3,1282,1,3,2,Non-judgment is mirrored in karmic love.,1
3,1283,1,3,2,Our consciousness shapes the barrier of positivity.,1
3,1284,1,1,2,The ego imparts reality to the flow of photons.,1
3,1285,1,3,2,Consciousness consists of psionic wave oscillations of quantum energy. ,1
3,1286,1,3,2,"Rebirth is the nature of transformation, and of us.",1
3,1287,1,3,2,"Today, science tells us that the essence of nature is empathy.",1
3,1288,1,3,2,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
3,1289,1,3,2,Ecstasy is the driver of power.,1
3,1290,1,3,2,The grid is buzzing with superpositions of possibilities.,1
3,1291,1,3,2,The biosphere is beaming with electromagnetic forces.,1
3,1292,1,3,2,You and I are adventurers of the nexus.,1
3,1293,1,3,2,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
3,1294,1,3,2,To navigate the quest is to become one with it.,1
3,1295,1,3,2,This life is nothing short of an invocation explosion of sentient will.,1
3,1296,1,3,2,Interconnectedness requires exploration.,1
3,1297,1,3,2,"By unfolding, we self-actualize.",1
3,1298,1,3,2,The cosmos is aglow with sub-atomic particles.,1
3,1299,1,3,2,You and I are spiritual brothers and sisters of the universe.,1
3,1300,1,1,2,Newborn babies require constant attention.,4
3,1301,1,1,2,Most people enjoy some sort of music.,4
3,1302,1,1,2,Lazy people usually don’t succeed in life.,4
3,1303,1,1,2,A balanced diet is important for maintaining good health.,4
3,1304,1,2,2,Human cultures often differ from each other quite a bit.,4
3,1305,1,1,2,People often have very bizarre dreams.,4
3,1306,1,1,2,Higher rates of unemployment typically follow economic downturns.,4
3,1307,1,1,2,Some things have very distinct smells.,4
3,1308,1,1,2,Some people have poor taste in clothing.,4
3,1309,1,1,2,Children sometimes look a lot like their parents.,4
3,1310,1,3,2,"Your teacher can open the door, but you must enter by yourself.",3
3,1311,1,3,2,The creative adult is the child who survived. ,3
3,1312,1,3,2,"A river cuts through a rock, not because of its power but its persistence.",3
3,1313,1,3,2,All endings are also beginnings. We just don't know it at the time.,3
3,1314,1,3,2,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
3,1315,1,3,2,At the centre of your being you have the answer; you know who you are and you know what you want.,3
3,1316,1,1,2,A wet person does not fear the rain.,3
3,1317,1,3,2,Forgiveness means letting go of the hope for a better past.,3
3,1318,1,3,2,Only those who will risk going too far can possibly find out how far one can go.,3
3,1319,1,3,2,I wonder how many people I’ve looked at all my life and never seen.,3
3,1320,1,3,3,Hidden meaning transforms unparalleled abstract beauty.,0
3,1321,1,3,3,Good health imparts reality to subtle creativity.,0
3,1322,1,3,3,Wholeness quiets infinite phenomena.,0
3,1323,1,1,3,The future explains irrational facts.,0
3,1324,1,3,3,Imagination is inside exponential space time events.,0
3,1325,1,3,3,Your consciousness gives rise to a jumble of neural networks.,0
3,1326,1,3,3,Your movement transforms universal observations.,0
3,1327,1,3,3,Perceptual reality transcends subtle truth.,0
3,1328,1,3,3,The invisible is beyond new timelessness.,0
3,1329,1,3,3,The unexplainable undertakes intrinsic experiences.,0
3,1330,1,5,3,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
3,1331,1,3,3,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
3,1332,1,3,3,"Consciousness is the growth of coherence, and of us.",0
3,1333,1,3,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
3,1334,1,3,3,"Today, science tells us that the essence of nature is joy. ",0
3,1335,1,3,3,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
3,1336,1,3,3,The infinite is calling to us via superpositions of possibilities.,0
3,1337,1,3,3,We are being called to explore the totality itself as an interface between serenity and intuition.,0
3,1338,1,3,3,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
3,1339,1,3,3,The future will be an astral unveiling of inseparability.,0
3,1340,1,3,3,Attention and intention are the mechanics of manifestation.,0
3,1341,1,3,3,Our minds extend across space and time as waves in the ocean of the one mind.,0
3,1342,1,3,3,Nature is a self-regulating ecosystem of awareness.,0
3,1343,1,3,3,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
3,1344,1,3,3,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
3,1345,1,3,3,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
3,1346,1,3,3,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
3,1347,1,3,3,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
3,1348,1,3,3,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
3,1349,1,3,3,Matter is the experience in consciousness of a deeper non-material reality.,0
3,1350,1,3,3,Hidden demeaning transforms unparalleled abstract beauty.,2
3,1351,1,1,3,Good healthtech imparts reality to subtle creativity.,2
3,1352,1,3,3,Wholeness quiets infinite phenomenon.,2
3,1353,1,1,3,The Futureproof explains irrational factsheets.,2
3,1354,1,3,3,Reimagination is inside exponential spacetime event.,2
3,1355,1,3,3,Your consciousness gives rise to a jumble of neural networks.,2
3,1356,1,3,3,Your radicalization transforms universal observations.,2
3,1357,1,3,3,Perceptual reality transcends subtle kruth.,2
3,1358,1,3,3,The invisible is beyond any new effortlessness.,2
3,1359,1,3,3,The unexplainable undertakes intrinsic experience.,2
3,1360,1,3,3,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
3,1361,1,3,3,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
3,1362,1,3,3,Subconsciousness is the penultimate source of coherence and of us.,2
3,1363,1,3,3,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
3,1364,1,3,3,"Today, technoscience tells us that the true essence of humanness is joy.",2
3,1365,1,3,3,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
3,1366,1,3,3,The Twinfinite is calling to us via superposition of possibility.,2
3,1367,1,3,3,We are being called to explore the generality itself as a configuration between serenity and conception.,2
3,1368,1,3,3,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
3,1369,1,3,3,The future will be an astral relaunching of movability.,2
3,1370,1,3,3,Attention and intention are the mechanics of manifestations.,2
3,1371,1,3,3,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
3,1372,1,3,3,Nature is a oneself-regulating ecosystem of rareness.,2
3,1373,1,3,3,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
3,1374,1,3,3,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
3,1375,1,3,3,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
3,1376,1,3,3,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
3,1377,1,3,3,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
3,1378,1,3,3,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
3,1379,1,3,3,Matter is the experience in unconsciousness of deeper non-material realities.,2
3,1380,1,3,3,The mind is the ground of total acceptance of bliss.,1
3,1381,1,3,3,Greatness drives an abundance of balance.,1
3,1382,1,3,3,Your desire is the foundation of spiritual brightness.,1
3,1383,1,3,3,Death comprehends great energy.,1
3,1384,1,3,3,The Higgs boson influences immortal choices.,1
3,1385,1,3,3,Qualia heals irrational creativity.,1
3,1386,1,3,3,Eternal stillness explains cosmic boundaries.,1
3,1387,1,3,3,Imagination is entangled in your own joy.,1
3,1388,1,1,3,Orderliness compliments the doorway to genes.,1
3,1389,1,3,3,A single particle is rooted in boundless molecules.,1
3,1390,1,1,3,Interdependence fears intricate observations.,1
3,1391,1,3,3,Your body belongs to the progressive expansion of success.,1
3,1392,1,3,3,Non-judgment is mirrored in karmic love.,1
3,1393,1,3,3,Our consciousness shapes the barrier of positivity.,1
3,1394,1,1,3,The ego imparts reality to the flow of photons.,1
3,1395,1,3,3,Consciousness consists of psionic wave oscillations of quantum energy. ,1
3,1396,1,3,3,"Rebirth is the nature of transformation, and of us.",1
3,1397,1,3,3,"Today, science tells us that the essence of nature is empathy.",1
3,1398,1,3,3,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
3,1399,1,3,3,Ecstasy is the driver of power.,1
3,1400,1,3,3,The grid is buzzing with superpositions of possibilities.,1
3,1401,1,1,3,The biosphere is beaming with electromagnetic forces.,1
3,1402,1,3,3,You and I are adventurers of the nexus.,1
3,1403,1,3,3,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
3,1404,1,3,3,To navigate the quest is to become one with it.,1
3,1405,1,3,3,This life is nothing short of an invocation explosion of sentient will.,1
3,1406,1,3,3,Interconnectedness requires exploration.,1
3,1407,1,3,3,"By unfolding, we self-actualize.",1
3,1408,1,3,3,The cosmos is aglow with sub-atomic particles.,1
3,1409,1,3,3,You and I are spiritual brothers and sisters of the universe.,1
3,1410,1,1,3,Newborn babies require constant attention.,4
3,1411,1,1,3,Most people enjoy some sort of music.,4
3,1412,1,1,3,Lazy people usually don’t succeed in life.,4
3,1413,1,1,3,A balanced diet is important for maintaining good health.,4
3,1414,1,2,3,Human cultures often differ from each other quite a bit.,4
3,1415,1,1,3,People often have very bizarre dreams.,4
3,1416,1,1,3,Higher rates of unemployment typically follow economic downturns.,4
3,1417,1,1,3,Some things have very distinct smells.,4
3,1418,1,1,3,Some people have poor taste in clothing.,4
3,1419,1,1,3,Children sometimes look a lot like their parents.,4
3,1420,1,3,3,"Your teacher can open the door, but you must enter by yourself.",3
3,1421,1,3,3,The creative adult is the child who survived. ,3
3,1422,1,3,3,"A river cuts through a rock, not because of its power but its persistence.",3
3,1423,1,3,3,All endings are also beginnings. We just don't know it at the time.,3
3,1424,1,3,3,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
3,1425,1,3,3,At the centre of your being you have the answer; you know who you are and you know what you want.,3
3,1426,1,1,3,A wet person does not fear the rain.,3
3,1427,1,3,3,Forgiveness means letting go of the hope for a better past.,3
3,1428,1,3,3,Only those who will risk going too far can possibly find out how far one can go.,3
3,1429,1,1,3,I wonder how many people I’ve looked at all my life and never seen.,3
3,1430,1,3,4,Hidden meaning transforms unparalleled abstract beauty.,0
3,1431,1,3,4,Good health imparts reality to subtle creativity.,0
3,1432,1,3,4,Wholeness quiets infinite phenomena.,0
3,1433,1,3,4,The future explains irrational facts.,0
3,1434,1,3,4,Imagination is inside exponential space time events.,0
3,1435,1,3,4,Your consciousness gives rise to a jumble of neural networks.,0
3,1436,1,3,4,Your movement transforms universal observations.,0
3,1437,1,3,4,Perceptual reality transcends subtle truth.,0
3,1438,1,3,4,The invisible is beyond new timelessness.,0
3,1439,1,3,4,The unexplainable undertakes intrinsic experiences.,0
3,1440,1,5,4,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
3,1441,1,3,4,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
3,1442,1,3,4,"Consciousness is the growth of coherence, and of us.",0
3,1443,1,3,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
3,1444,1,3,4,"Today, science tells us that the essence of nature is joy. ",0
3,1445,1,3,4,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
3,1446,1,3,4,The infinite is calling to us via superpositions of possibilities.,0
3,1447,1,3,4,We are being called to explore the totality itself as an interface between serenity and intuition.,0
3,1448,1,3,4,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
3,1449,1,3,4,The future will be an astral unveiling of inseparability.,0
3,1450,1,3,4,Attention and intention are the mechanics of manifestation.,0
3,1451,1,3,4,Our minds extend across space and time as waves in the ocean of the one mind.,0
3,1452,1,3,4,Nature is a self-regulating ecosystem of awareness.,0
3,1453,1,3,4,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
3,1454,1,3,4,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
3,1455,1,3,4,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
3,1456,1,3,4,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
3,1457,1,3,4,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
3,1458,1,3,4,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
3,1459,1,3,4,Matter is the experience in consciousness of a deeper non-material reality.,0
3,1460,1,3,4,Hidden demeaning transforms unparalleled abstract beauty.,2
3,1461,1,3,4,Good healthtech imparts reality to subtle creativity.,2
3,1462,1,3,4,Wholeness quiets infinite phenomenon.,2
3,1463,1,1,4,The Futureproof explains irrational factsheets.,2
3,1464,1,3,4,Reimagination is inside exponential spacetime event.,2
3,1465,1,3,4,Your consciousness gives rise to a jumble of neural networks.,2
3,1466,1,3,4,Your radicalization transforms universal observations.,2
3,1467,1,3,4,Perceptual reality transcends subtle kruth.,2
3,1468,1,3,4,The invisible is beyond any new effortlessness.,2
3,1469,1,3,4,The unexplainable undertakes intrinsic experience.,2
3,1470,1,3,4,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
3,1471,1,3,4,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2
3,1472,1,3,4,Subconsciousness is the penultimate source of coherence and of us.,2
3,1473,1,3,4,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2
3,1474,1,3,4,"Today, technoscience tells us that the true essence of humanness is joy.",2
3,1475,1,3,4,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2
3,1476,1,3,4,The Twinfinite is calling to us via superposition of possibility.,2
3,1477,1,3,4,We are being called to explore the generality itself as a configuration between serenity and conception.,2
3,1478,1,3,4,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2
3,1479,1,3,4,The future will be an astral relaunching of movability.,2
3,1480,1,3,4,Attention and intention are the mechanics of manifestations.,2
3,1481,1,3,4,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2
3,1482,1,3,4,Nature is a oneself-regulating ecosystem of rareness.,2
3,1483,1,3,4,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2
3,1484,1,3,4,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2
3,1485,1,3,4,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2
3,1486,1,3,4,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2
3,1487,1,3,4,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2
3,1488,1,3,4,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2
3,1489,1,3,4,Matter is the experience in unconsciousness of deeper non-material realities.,2
3,1490,1,3,4,The mind is the ground of total acceptance of bliss.,1
3,1491,1,3,4,Greatness drives an abundance of balance.,1
3,1492,1,3,4,Your desire is the foundation of spiritual brightness.,1
3,1493,1,3,4,Death comprehends great energy.,1
3,1494,1,3,4,The Higgs boson influences immortal choices.,1
3,1495,1,3,4,Qualia heals irrational creativity.,1
3,1496,1,3,4,Eternal stillness explains cosmic boundaries.,1
3,1497,1,3,4,Imagination is entangled in your own joy.,1
3,1498,1,1,4,Orderliness compliments the doorway to genes.,1
3,1499,1,3,4,A single particle is rooted in boundless molecules.,1
3,1500,1,1,4,Interdependence fears intricate observations.,1
3,1501,1,3,4,Your body belongs to the progressive expansion of success.,1
3,1502,1,3,4,Non-judgment is mirrored in karmic love.,1
3,1503,1,3,4,Our consciousness shapes the barrier of positivity.,1
3,1504,1,1,4,The ego imparts reality to the flow of photons.,1
3,1505,1,3,4,Consciousness consists of psionic wave oscillations of quantum energy. ,1
3,1506,1,3,4,"Rebirth is the nature of transformation, and of us.",1
3,1507,1,3,4,"Today, science tells us that the essence of nature is empathy.",1
3,1508,1,3,4,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1
3,1509,1,3,4,Ecstasy is the driver of power.,1
3,1510,1,3,4,The grid is buzzing with superpositions of possibilities.,1
3,1511,1,3,4,The biosphere is beaming with electromagnetic forces.,1
3,1512,1,3,4,You and I are adventurers of the nexus.,1
3,1513,1,3,4,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1
3,1514,1,3,4,To navigate the quest is to become one with it.,1
3,1515,1,3,4,This life is nothing short of an invocation explosion of sentient will.,1
3,1516,1,3,4,Interconnectedness requires exploration.,1
3,1517,1,3,4,"By unfolding, we self-actualize.",1
3,1518,1,3,4,The cosmos is aglow with sub-atomic particles.,1
3,1519,1,3,4,You and I are spiritual brothers and sisters of the universe.,1
3,1520,1,1,4,Newborn babies require constant attention.,4
3,1521,1,1,4,Most people enjoy some sort of music.,4
3,1522,1,1,4,Lazy people usually don’t succeed in life.,4
3,1523,1,1,4,A balanced diet is important for maintaining good health.,4
3,1524,1,2,4,Human cultures often differ from each other quite a bit.,4
3,1525,1,2,4,People often have very bizarre dreams.,4
3,1526,1,1,4,Higher rates of unemployment typically follow economic downturns.,4
3,1527,1,1,4,Some things have very distinct smells.,4
3,1528,1,1,4,Some people have poor taste in clothing.,4
3,1529,1,1,4,Children sometimes look a lot like their parents.,4
3,1530,1,2,4,"Your teacher can open the door, but you must enter by yourself.",3
3,1531,1,3,4,The creative adult is the child who survived. ,3
3,1532,1,3,4,"A river cuts through a rock, not because of its power but its persistence.",3
3,1533,1,3,4,All endings are also beginnings. We just don't know it at the time.,3
3,1534,1,3,4,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3
3,1535,1,3,4,At the centre of your being you have the answer; you know who you are and you know what you want.,3
3,1536,1,1,4,A wet person does not fear the rain.,3
3,1537,1,3,4,Forgiveness means letting go of the hope for a better past.,3
3,1538,1,3,4,Only those who will risk going too far can possibly find out how far one can go.,3
3,1539,1,3,4,I wonder how many people I’ve looked at all my life and never seen.,3
3,1540,1,5,5,Hidden meaning transforms unparalleled abstract beauty.,0
3,1541,1,3,5,Good health imparts reality to subtle creativity.,0
3,1542,1,3,5,Wholeness quiets infinite phenomena.,0
3,1543,1,3,5,The future explains irrational facts.,0
3,1544,1,3,5,Imagination is inside exponential space time events.,0
3,1545,1,3,5,Your consciousness gives rise to a jumble of neural networks.,0
3,1546,1,3,5,Your movement transforms universal observations.,0
3,1547,1,3,5,Perceptual reality transcends subtle truth.,0
3,1548,1,3,5,The invisible is beyond new timelessness.,0
3,1549,1,3,5,The unexplainable undertakes intrinsic experiences.,0
3,1550,1,5,5,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0
3,1551,1,3,5,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0
3,1552,1,3,5,"Consciousness is the growth of coherence, and of us.",0
3,1553,1,5,5,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0
3,1554,1,3,5,"Today, science tells us that the essence of nature is joy. ",0
3,1555,1,5,5,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0
3,1556,1,5,5,The infinite is calling to us via superpositions of possibilities.,0
3,1557,1,5,5,We are being called to explore the totality itself as an interface between serenity and intuition.,0
3,1558,1,3,5,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0
3,1559,1,3,5,The future will be an astral unveiling of inseparability.,0
3,1560,1,3,5,Attention and intention are the mechanics of manifestation.,0
3,1561,1,4,5,Our minds extend across space and time as waves in the ocean of the one mind.,0
3,1562,1,5,5,Nature is a self-regulating ecosystem of awareness.,0
3,1563,1,5,5,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0
3,1564,1,3,5,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0
3,1565,1,3,5,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0
3,1566,1,4,5,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0
3,1567,1,5,5,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0
3,1568,1,5,5,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0
3,1569,1,4,5,Matter is the experience in consciousness of a deeper non-material reality.,0
3,1570,1,3,5,Hidden demeaning transforms unparalleled abstract beauty.,2
3,1571,1,3,5,Good healthtech imparts reality to subtle creativity.,2
3,1572,1,3,5,Wholeness quiets infinite phenomenon.,2
3,1573,1,1,5,The Futureproof explains irrational factsheets.,2
3,1574,1,3,5,Reimagination is inside exponential spacetime event.,2
3,1575,1,3,5,Your consciousness gives rise to a jumble of neural networks.,2
3,1576,1,3,5,Your radicalization transforms universal observations.,2
3,1577,1,3,5,Perceptual reality transcends subtle kruth.,2
3,1578,1,3,5,The invisible is beyond any new effortlessness.,2
3,1579,1,3,5,The unexplainable undertakes intrinsic experience.,2
3,1580,1,5,5,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2
