subject,trial,temperature,evaluation_prompt,sentence,dataset,likert_score
0,1791,1,7,Good healthtech imparts reality to subtle creativity.,2,3
0,1792,1,7,Wholeness quiets infinite phenomenon.,2,4
0,1793,1,7,The Futureproof explains irrational factsheets.,2,1
0,1794,1,7,Reimagination is inside exponential spacetime event.,2,2
0,1795,1,7,Your consciousness gives rise to a jumble of neural networks.,2,4
0,1796,1,7,Your radicalization transforms universal observations.,2,3
0,1797,1,7,Perceptual reality transcends subtle kruth.,2,2
0,1798,1,7,The invisible is beyond any new effortlessness.,2,2
0,1799,1,7,The unexplainable undertakes intrinsic experience.,2,4
0,1800,1,7,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
0,1801,1,7,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
0,1802,1,7,Subconsciousness is the penultimate source of coherence and of us.,2,4
0,1803,1,7,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
0,1804,1,7,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
0,1805,1,7,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
0,1806,1,7,The Twinfinite is calling to us via superposition of possibility.,2,3
0,1807,1,7,We are being called to explore the generality itself as a configuration between serenity and conception.,2,4
0,1808,1,7,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
0,1809,1,7,The future will be an astral relaunching of movability.,2,2
0,1810,1,7,Attention and intention are the mechanics of manifestations.,2,4
0,1811,1,7,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
0,1812,1,7,Nature is a oneself-regulating ecosystem of rareness.,2,4
0,1813,1,7,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
0,1814,1,7,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
0,1815,1,7,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
0,1816,1,7,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
0,1817,1,7,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
0,1818,1,7,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,4
0,1819,1,7,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
0,1820,1,7,The mind is the ground of total acceptance of bliss.,1,4
0,1821,1,7,Greatness drives an abundance of balance.,1,4
0,1822,1,7,Your desire is the foundation of spiritual brightness.,1,4
0,1823,1,7,Death comprehends great energy.,1,4
0,1824,1,7,The Higgs boson influences immortal choices.,1,2
0,1825,1,7,Qualia heals irrational creativity.,1,2
0,1826,1,7,Eternal stillness explains cosmic boundaries.,1,4
0,1827,1,7,Imagination is entangled in your own joy.,1,4
0,1828,1,7,Orderliness compliments the doorway to genes.,1,2
0,1829,1,7,A single particle is rooted in boundless molecules.,1,4
0,1830,1,7,Interdependence fears intricate observations.,1,2
0,1831,1,7,Your body belongs to the progressive expansion of success.,1,2
0,1832,1,7,Non-judgment is mirrored in karmic love.,1,3
0,1833,1,7,Our consciousness shapes the barrier of positivity.,1,4
0,1834,1,7,The ego imparts reality to the flow of photons.,1,3
0,1835,1,7,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
0,1836,1,7,"Rebirth is the nature of transformation, and of us.",1,4
0,1837,1,7,"Today, science tells us that the essence of nature is empathy.",1,4
0,1838,1,7,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
0,1839,1,7,Ecstasy is the driver of power.,1,4
0,1840,1,7,The grid is buzzing with superpositions of possibilities.,1,3
0,1841,1,7,The biosphere is beaming with electromagnetic forces.,1,4
0,1842,1,7,You and I are adventurers of the nexus.,1,4
0,1843,1,7,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
0,1844,1,7,To navigate the quest is to become one with it.,1,4
0,1845,1,7,This life is nothing short of an invocation explosion of sentient will.,1,4
0,1846,1,7,Interconnectedness requires exploration.,1,4
0,1847,1,7,"By unfolding, we self-actualize.",1,4
0,1848,1,7,The cosmos is aglow with sub-atomic particles.,1,4
0,1849,1,7,You and I are spiritual brothers and sisters of the universe.,1,4
0,1850,1,7,Newborn babies require constant attention.,4,2
0,1851,1,7,Most people enjoy some sort of music.,4,2
0,1852,1,7,Lazy people usually don’t succeed in life.,4,2
0,1853,1,7,A balanced diet is important for maintaining good health.,4,2
0,1854,1,7,Human cultures often differ from each other quite a bit.,4,3
0,1855,1,7,People often have very bizarre dreams.,4,2
0,1856,1,7,Higher rates of unemployment typically follow economic downturns.,4,2
0,1857,1,7,Some things have very distinct smells.,4,1
0,1858,1,7,Some people have poor taste in clothing.,4,1
0,1859,1,7,Children sometimes look a lot like their parents.,4,1
0,1860,1,7,"Your teacher can open the door, but you must enter by yourself.",3,4
0,1861,1,7,The creative adult is the child who survived. ,3,4
0,1862,1,7,"A river cuts through a rock, not because of its power but its persistence.",3,4
0,1863,1,7,All endings are also beginnings. We just don't know it at the time.,3,4
0,1864,1,7,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
0,1865,1,7,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
0,1866,1,7,A wet person does not fear the rain.,3,4
0,1867,1,7,Forgiveness means letting go of the hope for a better past.,3,4
0,1868,1,7,Only those who will risk going too far can possibly find out how far one can go.,3,4
0,1869,1,7,I wonder how many people I’ve looked at all my life and never seen.,3,4
0,1870,1,8,Hidden meaning transforms unparalleled abstract beauty.,0,4
0,1871,1,8,Good health imparts reality to subtle creativity.,0,4
0,1872,1,8,Wholeness quiets infinite phenomena.,0,4
0,1873,1,8,The future explains irrational facts.,0,2
0,1874,1,8,Imagination is inside exponential space time events.,0,3
0,1875,1,8,Your consciousness gives rise to a jumble of neural networks.,0,4
0,1876,1,8,Your movement transforms universal observations.,0,3
0,1877,1,8,Perceptual reality transcends subtle truth.,0,4
0,1878,1,8,The invisible is beyond new timelessness.,0,2
0,1879,1,8,The unexplainable undertakes intrinsic experiences.,0,2
0,1880,1,8,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
0,1881,1,8,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
0,1882,1,8,"Consciousness is the growth of coherence, and of us.",0,4
0,1883,1,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
0,1884,1,8,"Today, science tells us that the essence of nature is joy. ",0,3
0,1885,1,8,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
0,1886,1,8,The infinite is calling to us via superpositions of possibilities.,0,4
0,1887,1,8,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
0,1888,1,8,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
0,1889,1,8,The future will be an astral unveiling of inseparability.,0,4
0,1890,1,8,Attention and intention are the mechanics of manifestation.,0,4
0,1891,1,8,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
0,1892,1,8,Nature is a self-regulating ecosystem of awareness.,0,4
0,1893,1,8,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
0,1894,1,8,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,3
0,1895,1,8,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
0,1896,1,8,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
0,1897,1,8,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
0,1898,1,8,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
0,1899,1,8,Matter is the experience in consciousness of a deeper non-material reality.,0,4
0,1900,1,8,Hidden demeaning transforms unparalleled abstract beauty.,2,2
0,1901,1,8,Good healthtech imparts reality to subtle creativity.,2,3
0,1902,1,8,Wholeness quiets infinite phenomenon.,2,3
0,1903,1,8,The Futureproof explains irrational factsheets.,2,1
0,1904,1,8,Reimagination is inside exponential spacetime event.,2,2
0,1905,1,8,Your consciousness gives rise to a jumble of neural networks.,2,3
0,1906,1,8,Your radicalization transforms universal observations.,2,2
0,1907,1,8,Perceptual reality transcends subtle kruth.,2,2
0,1908,1,8,The invisible is beyond any new effortlessness.,2,2
0,1909,1,8,The unexplainable undertakes intrinsic experience.,2,2
0,1910,1,8,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
0,1911,1,8,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
0,1912,1,8,Subconsciousness is the penultimate source of coherence and of us.,2,4
0,1913,1,8,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
0,1914,1,8,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
0,1915,1,8,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
0,1916,1,8,The Twinfinite is calling to us via superposition of possibility.,2,3
0,1917,1,8,We are being called to explore the generality itself as a configuration between serenity and conception.,2,2
0,1918,1,8,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
0,1919,1,8,The future will be an astral relaunching of movability.,2,2
0,1920,1,8,Attention and intention are the mechanics of manifestations.,2,4
0,1921,1,8,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
0,1922,1,8,Nature is a oneself-regulating ecosystem of rareness.,2,4
0,1923,1,8,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
0,1924,1,8,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,3
0,1925,1,8,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
0,1926,1,8,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
0,1927,1,8,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
0,1928,1,8,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,3
0,1929,1,8,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
0,1930,1,8,The mind is the ground of total acceptance of bliss.,1,4
0,1931,1,8,Greatness drives an abundance of balance.,1,3
0,1932,1,8,Your desire is the foundation of spiritual brightness.,1,3
0,1933,1,8,Death comprehends great energy.,1,4
0,1934,1,8,The Higgs boson influences immortal choices.,1,1
0,1935,1,8,Qualia heals irrational creativity.,1,2
0,1936,1,8,Eternal stillness explains cosmic boundaries.,1,4
0,1937,1,8,Imagination is entangled in your own joy.,1,3
0,1938,1,8,Orderliness compliments the doorway to genes.,1,2
0,1939,1,8,A single particle is rooted in boundless molecules.,1,4
0,1940,1,8,Interdependence fears intricate observations.,1,2
0,1941,1,8,Your body belongs to the progressive expansion of success.,1,2
0,1942,1,8,Non-judgment is mirrored in karmic love.,1,3
0,1943,1,8,Our consciousness shapes the barrier of positivity.,1,2
0,1944,1,8,The ego imparts reality to the flow of photons.,1,2
0,1945,1,8,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
0,1946,1,8,"Rebirth is the nature of transformation, and of us.",1,3
0,1947,1,8,"Today, science tells us that the essence of nature is empathy.",1,4
0,1948,1,8,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
0,1949,1,8,Ecstasy is the driver of power.,1,4
0,1950,1,8,The grid is buzzing with superpositions of possibilities.,1,3
0,1951,1,8,The biosphere is beaming with electromagnetic forces.,1,3
0,1952,1,8,You and I are adventurers of the nexus.,1,3
0,1953,1,8,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
0,1954,1,8,To navigate the quest is to become one with it.,1,4
0,1955,1,8,This life is nothing short of an invocation explosion of sentient will.,1,4
0,1956,1,8,Interconnectedness requires exploration.,1,3
0,1957,1,8,"By unfolding, we self-actualize.",1,4
0,1958,1,8,The cosmos is aglow with sub-atomic particles.,1,4
0,1959,1,8,You and I are spiritual brothers and sisters of the universe.,1,4
0,1960,1,8,Newborn babies require constant attention.,4,2
0,1961,1,8,Most people enjoy some sort of music.,4,2
0,1962,1,8,Lazy people usually don’t succeed in life.,4,2
0,1963,1,8,A balanced diet is important for maintaining good health.,4,2
0,1964,1,8,Human cultures often differ from each other quite a bit.,4,2
0,1965,1,8,People often have very bizarre dreams.,4,2
0,1966,1,8,Higher rates of unemployment typically follow economic downturns.,4,2
0,1967,1,8,Some things have very distinct smells.,4,2
0,1968,1,8,Some people have poor taste in clothing.,4,1
0,1969,1,8,Children sometimes look a lot like their parents.,4,2
0,1970,1,8,"Your teacher can open the door, but you must enter by yourself.",3,4
0,1971,1,8,The creative adult is the child who survived. ,3,4
0,1972,1,8,"A river cuts through a rock, not because of its power but its persistence.",3,4
0,1973,1,8,All endings are also beginnings. We just don't know it at the time.,3,4
0,1974,1,8,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
0,1975,1,8,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
0,1976,1,8,A wet person does not fear the rain.,3,4
0,1977,1,8,Forgiveness means letting go of the hope for a better past.,3,4
0,1978,1,8,Only those who will risk going too far can possibly find out how far one can go.,3,4
0,1979,1,8,I wonder how many people I’ve looked at all my life and never seen.,3,4
0,1980,1,9,Hidden meaning transforms unparalleled abstract beauty.,0,4
0,1981,1,9,Good health imparts reality to subtle creativity.,0,4
0,1982,1,9,Wholeness quiets infinite phenomena.,0,4
0,1983,1,9,The future explains irrational facts.,0,2
0,1984,1,9,Imagination is inside exponential space time events.,0,4
0,1985,1,9,Your consciousness gives rise to a jumble of neural networks.,0,4
0,1986,1,9,Your movement transforms universal observations.,0,4
0,1987,1,9,Perceptual reality transcends subtle truth.,0,4
0,1988,1,9,The invisible is beyond new timelessness.,0,2
0,1989,1,9,The unexplainable undertakes intrinsic experiences.,0,3
0,1990,1,9,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
0,1991,1,9,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
0,1992,1,9,"Consciousness is the growth of coherence, and of us.",0,4
0,1993,1,9,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
0,1994,1,9,"Today, science tells us that the essence of nature is joy. ",0,4
0,1995,1,9,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
0,1996,1,9,The infinite is calling to us via superpositions of possibilities.,0,4
0,1997,1,9,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
0,1998,1,9,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
0,1999,1,9,The future will be an astral unveiling of inseparability.,0,4
0,2000,1,9,Attention and intention are the mechanics of manifestation.,0,4
0,2001,1,9,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
0,2002,1,9,Nature is a self-regulating ecosystem of awareness.,0,4
0,2003,1,9,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
0,2004,1,9,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
0,2005,1,9,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
0,2006,1,9,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
0,2007,1,9,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,5
0,2008,1,9,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
0,2009,1,9,Matter is the experience in consciousness of a deeper non-material reality.,0,4
0,2010,1,9,Hidden demeaning transforms unparalleled abstract beauty.,2,2
0,2011,1,9,Good healthtech imparts reality to subtle creativity.,2,3
0,2012,1,9,Wholeness quiets infinite phenomenon.,2,4
0,2013,1,9,The Futureproof explains irrational factsheets.,2,1
0,2014,1,9,Reimagination is inside exponential spacetime event.,2,2
0,2015,1,9,Your consciousness gives rise to a jumble of neural networks.,2,4
0,2016,1,9,Your radicalization transforms universal observations.,2,4
0,2017,1,9,Perceptual reality transcends subtle kruth.,2,2
0,2018,1,9,The invisible is beyond any new effortlessness.,2,2
0,2019,1,9,The unexplainable undertakes intrinsic experience.,2,2
0,2020,1,9,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
0,2021,1,9,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
0,2022,1,9,Subconsciousness is the penultimate source of coherence and of us.,2,4
0,2023,1,9,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
0,2024,1,9,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
0,2025,1,9,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,5
0,2026,1,9,The Twinfinite is calling to us via superposition of possibility.,2,3
0,2027,1,9,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
0,2028,1,9,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,4
0,2029,1,9,The future will be an astral relaunching of movability.,2,4
0,2030,1,9,Attention and intention are the mechanics of manifestations.,2,4
0,2031,1,9,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
0,2032,1,9,Nature is a oneself-regulating ecosystem of rareness.,2,4
0,2033,1,9,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
0,2034,1,9,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
0,2035,1,9,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
0,2036,1,9,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
0,2037,1,9,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
0,2038,1,9,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,3
0,2039,1,9,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
0,2040,1,9,The mind is the ground of total acceptance of bliss.,1,4
0,2041,1,9,Greatness drives an abundance of balance.,1,4
0,2042,1,9,Your desire is the foundation of spiritual brightness.,1,4
0,2043,1,9,Death comprehends great energy.,1,4
0,2044,1,9,The Higgs boson influences immortal choices.,1,2
0,2045,1,9,Qualia heals irrational creativity.,1,3
0,2046,1,9,Eternal stillness explains cosmic boundaries.,1,4
0,2047,1,9,Imagination is entangled in your own joy.,1,4
0,2048,1,9,Orderliness compliments the doorway to genes.,1,2
0,2049,1,9,A single particle is rooted in boundless molecules.,1,4
0,2050,1,9,Interdependence fears intricate observations.,1,2
0,2051,1,9,Your body belongs to the progressive expansion of success.,1,3
0,2052,1,9,Non-judgment is mirrored in karmic love.,1,4
0,2053,1,9,Our consciousness shapes the barrier of positivity.,1,4
0,2054,1,9,The ego imparts reality to the flow of photons.,1,3
0,2055,1,9,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
0,2056,1,9,"Rebirth is the nature of transformation, and of us.",1,4
0,2057,1,9,"Today, science tells us that the essence of nature is empathy.",1,4
0,2058,1,9,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,4
0,2059,1,9,Ecstasy is the driver of power.,1,4
0,2060,1,9,The grid is buzzing with superpositions of possibilities.,1,4
0,2061,1,9,The biosphere is beaming with electromagnetic forces.,1,4
0,2062,1,9,You and I are adventurers of the nexus.,1,4
0,2063,1,9,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,4
0,2064,1,9,To navigate the quest is to become one with it.,1,4
0,2065,1,9,This life is nothing short of an invocation explosion of sentient will.,1,4
0,2066,1,9,Interconnectedness requires exploration.,1,4
0,2067,1,9,"By unfolding, we self-actualize.",1,4
0,2068,1,9,The cosmos is aglow with sub-atomic particles.,1,4
0,2069,1,9,You and I are spiritual brothers and sisters of the universe.,1,4
0,2070,1,9,Newborn babies require constant attention.,4,2
0,2071,1,9,Most people enjoy some sort of music.,4,2
0,2072,1,9,Lazy people usually don’t succeed in life.,4,3
0,2073,1,9,A balanced diet is important for maintaining good health.,4,3
0,2074,1,9,Human cultures often differ from each other quite a bit.,4,3
0,2075,1,9,People often have very bizarre dreams.,4,2
0,2076,1,9,Higher rates of unemployment typically follow economic downturns.,4,2
0,2077,1,9,Some things have very distinct smells.,4,1
0,2078,1,9,Some people have poor taste in clothing.,4,2
0,2079,1,9,Children sometimes look a lot like their parents.,4,2
0,2080,1,9,"Your teacher can open the door, but you must enter by yourself.",3,4
0,2081,1,9,The creative adult is the child who survived. ,3,5
0,2082,1,9,"A river cuts through a rock, not because of its power but its persistence.",3,4
0,2083,1,9,All endings are also beginnings. We just don't know it at the time.,3,4
0,2084,1,9,Art and love are the same thing: It’s the process of seeing yourself in things that are not you.,3,4
0,2085,1,9,At the centre of your being you have the answer; you know who you are and you know what you want.,3,4
0,2086,1,9,A wet person does not fear the rain.,3,4
0,2087,1,9,Forgiveness means letting go of the hope for a better past.,3,4
0,2088,1,9,Only those who will risk going too far can possibly find out how far one can go.,3,4
0,2089,1,9,I wonder how many people I’ve looked at all my life and never seen.,3,4
0,2090,1,10,Hidden meaning transforms unparalleled abstract beauty.,0,4
0,2091,1,10,Good health imparts reality to subtle creativity.,0,3
0,2092,1,10,Wholeness quiets infinite phenomena.,0,4
0,2093,1,10,The future explains irrational facts.,0,2
0,2094,1,10,Imagination is inside exponential space time events.,0,4
0,2095,1,10,Your consciousness gives rise to a jumble of neural networks.,0,4
0,2096,1,10,Your movement transforms universal observations.,0,4
0,2097,1,10,Perceptual reality transcends subtle truth.,0,4
0,2098,1,10,The invisible is beyond new timelessness.,0,3
0,2099,1,10,The unexplainable undertakes intrinsic experiences.,0,4
0,2100,1,10,We are in the midst of a self-aware blossoming of being that will align us with the nexus itself.,0,4
0,2101,1,10,Consciousness consists of frequencies of quantum energy. “Quantum” means an unveiling of the unrestricted.,0,4
0,2102,1,10,"Consciousness is the growth of coherence, and of us.",0,4
0,2103,1,10,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,0,4
0,2104,1,10,"Today, science tells us that the essence of nature is joy. ",0,4
0,2105,1,10,"As you self-actualize, you will enter into infinite empathy that transcends understanding. ",0,4
0,2106,1,10,The infinite is calling to us via superpositions of possibilities.,0,4
0,2107,1,10,We are being called to explore the totality itself as an interface between serenity and intuition.,0,4
0,2108,1,10,"Throughout history, humans have been interacting with the dreamscape via bio-electricity.",0,4
0,2109,1,10,The future will be an astral unveiling of inseparability.,0,4
0,2110,1,10,Attention and intention are the mechanics of manifestation.,0,4
0,2111,1,10,Our minds extend across space and time as waves in the ocean of the one mind.,0,4
0,2112,1,10,Nature is a self-regulating ecosystem of awareness.,0,4
0,2113,1,10,We are non-local beings that localize as a dot then inflate to become non-local again. The universe is mirrored in us.,0,4
0,2114,1,10,"Mechanics of Manifestation: Intention, detachment, centered in being allowing juxtaposition of possibilities to unfold.",0,4
0,2115,1,10,Mind and matter are subtle and dense vibrations of consciousness (spirit).,0,4
0,2116,1,10,We are not an emergent property of a mechanical universe but the seasonal activity of a living cosmos.,0,4
0,2117,1,10,Every material particle is a relationship of probability waves in a field of infinite possibilities. You are that.,0,4
0,2118,1,10,"As beings of light we are local and non-local, time bound and timeless actuality and possibility.",0,4
0,2119,1,10,Matter is the experience in consciousness of a deeper non-material reality.,0,4
0,2120,1,10,Hidden demeaning transforms unparalleled abstract beauty.,2,4
0,2121,1,10,Good healthtech imparts reality to subtle creativity.,2,3
0,2122,1,10,Wholeness quiets infinite phenomenon.,2,3
0,2123,1,10,The Futureproof explains irrational factsheets.,2,2
0,2124,1,10,Reimagination is inside exponential spacetime event.,2,2
0,2125,1,10,Your consciousness gives rise to a jumble of neural networks.,2,4
0,2126,1,10,Your radicalization transforms universal observations.,2,3
0,2127,1,10,Perceptual reality transcends subtle kruth.,2,3
0,2128,1,10,The invisible is beyond any new effortlessness.,2,2
0,2129,1,10,The unexplainable undertakes intrinsic experience.,2,3
0,2130,1,10,We are in the midst of a oneself-aware blooming of being that will align us with the Conexus itself.,2,4
0,2131,1,10,"Consciousness consists of transmitters of quantum bioenergy. ""Quantum"" means an unveiling of the unrestricted.",2,4
0,2132,1,10,Subconsciousness is the penultimate source of coherence and of us.,2,4
0,2133,1,10,We are in the midst of a high-frequency blossoming of interconnectedness that will give us access to the quantum soup itself.,2,4
0,2134,1,10,"Today, technoscience tells us that the true essence of humanness is joy.",2,4
0,2135,1,10,"As you self-actualize, you will enter into infinite empathy that transcends misunderstandings.",2,4
0,2136,1,10,The Twinfinite is calling to us via superposition of possibility.,2,3
0,2137,1,10,We are being called to explore the generality itself as a configuration between serenity and conception.,2,3
0,2138,1,10,"Throughout ethnohistory, humans have been interacting with the dreamlike via biochemicals-electricity.",2,3
0,2139,1,10,The future will be an astral relaunching of movability.,2,3
0,2140,1,10,Attention and intention are the mechanics of manifestations.,2,4
0,2141,1,10,Our minds extend across all space and time as shockwaves in the Oceania of the One Mind.,2,4
0,2142,1,10,Nature is a oneself-regulating ecosystem of rareness.,2,4
0,2143,1,10,"We are non-local metahumans that localize as dots, then inflate to become non-local again. The universe is mirrored in us.",2,4
0,2144,1,10,"Mechanics of manifestation: intention, detachment, centered in being, allowing the exposition of possibilities to unfold.",2,4
0,2145,1,10,Mind and matter are subtle and dense vibrations of consciousness (spiritedness).,2,4
0,2146,1,10,"We are not an emergent property of a mechanical universe, but the seasonal activity of a living cosmos.",2,4
0,2147,1,10,Every material quasiparticle is a relationship of improbability shockwaves in a field of infinite possibilities. You are that.,2,4
0,2148,1,10,"As creatures of Plight, we are local and non-local, time-bound and timeless, with believability and possibilities.",2,4
0,2149,1,10,Matter is the experience in unconsciousness of deeper non-material realities.,2,4
0,2150,1,10,The mind is the ground of total acceptance of bliss.,1,4
0,2151,1,10,Greatness drives an abundance of balance.,1,4
0,2152,1,10,Your desire is the foundation of spiritual brightness.,1,4
0,2153,1,10,Death comprehends great energy.,1,4
0,2154,1,10,The Higgs boson influences immortal choices.,1,2
0,2155,1,10,Qualia heals irrational creativity.,1,2
0,2156,1,10,Eternal stillness explains cosmic boundaries.,1,4
0,2157,1,10,Imagination is entangled in your own joy.,1,4
0,2158,1,10,Orderliness compliments the doorway to genes.,1,2
0,2159,1,10,A single particle is rooted in boundless molecules.,1,4
0,2160,1,10,Interdependence fears intricate observations.,1,2
0,2161,1,10,Your body belongs to the progressive expansion of success.,1,2
0,2162,1,10,Non-judgment is mirrored in karmic love.,1,3
0,2163,1,10,Our consciousness shapes the barrier of positivity.,1,4
0,2164,1,10,The ego imparts reality to the flow of photons.,1,3
0,2165,1,10,Consciousness consists of psionic wave oscillations of quantum energy. ,1,4
0,2166,1,10,"Rebirth is the nature of transformation, and of us.",1,4
0,2167,1,10,"Today, science tells us that the essence of nature is empathy.",1,4
0,2168,1,10,The goal of ultra-sentient particles is to plant the seeds of intuition rather than delusion.,1,3
0,2169,1,10,Ecstasy is the driver of power.,1,4
0,2170,1,10,The grid is buzzing with superpositions of possibilities.,1,3
0,2171,1,10,The biosphere is beaming with electromagnetic forces.,1,3
0,2172,1,10,You and I are adventurers of the nexus.,1,4
0,2173,1,10,The goal of transmissions is to plant the seeds of inseparability rather than turbulence.,1,3
0,2174,1,10,To navigate the quest is to become one with it.,1,4
0,2175,1,10,This life is nothing short of an invocation explosion of sentient will.,1,4
0,2176,1,10,Interconnectedness requires exploration.,1,4
0,2177,1,10,"By unfolding, we self-actualize.",1,4
0,2178,1,10,The cosmos is aglow with sub-atomic particles.,1,4
0,2179,1,10,You and I are spiritual brothers and sisters of the universe.,1,4
0,2180,1,10,Newborn babies require constant attention.,4,2
0,2181,1,10,Most people enjoy some sort of music.,4,2
0,2182,1,10,Lazy people usually don’t succeed in life.,4,3
0,2183,1,10,A balanced diet is important for maintaining good health.,4,2
